node,degree,closeness,betweenness,community,triangles,clustering
130,1415.5999999999938,0.7085106382978723,0.000667668336339011,5,116536,0.03364237631288404
131,1449.7999999999915,0.697138869504536,0.0007940472202329252,0,109617,0.03606791116548047
132,1989.899999999986,0.8155102040816327,0.001924889867441637,0,200158,0.03060685126437129
133,1607.8999999999885,0.7350993377483444,0.0016880608062972789,5,132094,0.03226729117559934
134,1455.6999999999875,0.7897233201581028,0.0006350085174400472,4,182575,0.02454533451701254
135,1044.4999999999966,0.6956824512534819,0.0005896009570024269,1,103460,0.022870632625227687
136,1779.699999999987,0.7608530083777608,0.0011546282421365918,0,162999,0.033503980726787674
137,1036.7999999999952,0.7239130434782609,0.00018585719988525602,3,133674,0.021967763609123843
138,642.2000000000004,0.7897233201581028,0.0001604811224049701,6,187018,0.015261984953855777
139,758.6999999999997,0.7276037873270211,0.000690143653848842,2,131938,0.01632657386861952
140,1198.2999999999918,0.7065063649222065,0.00016461255606212187,1,106549,0.024617051915412896
141,1449.1999999999884,0.7477544910179641,0.00017168136740615032,5,143601,0.029102279477432894
142,1498.1999999999896,0.7714285714285715,0.0005045125285606248,5,158814,0.027748362217865988
143,838.3999999999985,0.7015449438202247,7.662973594837323e-05,6,120889,0.020259490564345815
144,1636.7999999999893,0.7947494033412887,0.0008963539357660938,5,187130,0.02817546530168468
145,1441.9999999999936,0.6563731931668857,0.00017218287091366584,5,80798,0.044877170333274485
146,1830.1999999999919,0.7075070821529745,0.000563506057828035,0,118183,0.040840361780850626
147,1306.7999999999927,0.7318681318681318,0.0008634218721059069,4,140965,0.026826591187737166
148,1025.6999999999957,0.7655172413793103,0.0004867927379617426,3,160575,0.018569949669186847
149,1351.0999999999929,0.7367256637168141,0.0007016893790440887,4,143443,0.026983836172596996
150,1078.299999999996,0.6956824512534819,5.015035075155316e-07,4,105444,0.02608703155115748
151,1864.2999999999854,0.8030546623794212,0.0006684578828867405,5,192164,0.03106737854281787
152,597.1000000000016,0.6861263736263736,0.0005755588587919917,2,96823,0.014291987025133214
153,1388.7999999999931,0.7202595529920692,0.0001462718563586967,5,129012,0.03193122970208443
154,1144.5999999999933,0.7249637155297532,0.001145601179001313,3,126102,0.02136247729224647
155,959.1999999999966,0.6814461118690314,0.0006126701183481411,3,97415,0.02295116941600068
156,1066.399999999997,0.7015449438202247,3.243056015267104e-05,4,111821,0.024819081414339007
157,1114.3999999999937,0.7055084745762712,0.0003328980282888098,4,109403,0.024565565370072928
158,1059.899999999997,0.6903939184519696,5.120198840973726e-05,3,109720,0.02528169875280959
159,1221.4999999999916,0.7297297297297297,0.0005343185536906312,6,138287,0.023703976833655056
160,1291.7999999999925,0.7750193948797518,4.4418882094232795e-05,4,172810,0.0237758636185003
161,1581.1999999999935,0.6923076923076923,0.0008342009344013355,0,102566,0.038990603262416657
162,1625.099999999987,0.8128559804719284,0.00023194776033787394,5,195003,0.027364250402825554
163,1621.799999999987,0.829045643153527,0.00024619192955866294,5,208526,0.02622652072321579
164,1600.599999999988,0.7260174418604651,0.0003386820354088224,0,128375,0.03399983496375083
165,915.8999999999983,0.6162862430598396,0.00023092564842731842,3,45871,0.030385358898593607
166,1623.399999999987,0.7816901408450704,0.00105399320496181,5,174489,0.028349325845832565
167,1423.6999999999907,0.7297297297297297,1.598124510616161e-05,0,145920,0.033136441697612956
168,974.8999999999969,0.75,0.00019441619308018776,1,157787,0.019942003678254994
169,1378.3999999999949,0.7045133991537377,7.689720448571483e-06,5,119985,0.03494082112254594
170,1513.7999999999938,0.6602775941837409,0.00047544052220070915,0,82370,0.04605235196221213
171,1611.1999999999891,0.7254901960784313,0.0007031859291934999,0,127123,0.034002621668351406
172,1136.5999999999947,0.7334801762114538,4.0788951944596565e-05,4,132005,0.02361707255918002
173,1165.999999999995,0.6782077393075356,0.0006438859255603857,4,92954,0.028603159088521336
174,1251.3999999999926,0.8011226944667201,0.00027081189405838704,4,188108,0.021239749585382935
175,970.3999999999968,0.6546526867627785,0.00021664951524670963,4,71923,0.027822984411429746
176,1524.0999999999888,0.7505634861006761,0.00021731818659006372,5,152780,0.029980400959010178
177,1551.19999999999,0.7265454545454545,0.00012377106565483316,0,135226,0.03409136369543569
178,1691.0999999999885,0.7324046920821115,0.0009235187090898514,0,130908,0.03425754184359916
179,1184.5999999999908,0.8075990299110751,0.0005250264101299506,4,188105,0.01967778855894012
180,1421.3999999999917,0.7176724137931034,0.00034409827328999007,0,123523,0.032805545562752975
181,1015.1999999999955,0.6691225720026792,0.0006006340341677682,4,81572,0.026190557469691608
182,1476.7999999999897,0.7455223880597015,0.0005551309492525258,0,155545,0.03153967871677841
183,752.6999999999986,0.7181883537023724,0.0002831488803432691,2,125943,0.016769652376294252
184,1278.5999999999929,0.7249637155297532,0.0010991285206382066,1,132876,0.02474940133779779
185,1547.1999999999907,0.7511278195488722,0.00035439581197764227,5,152863,0.031047523847205466
186,1816.1999999999869,0.8168438266557645,0.00043570624732949375,0,203913,0.029518318773205262
187,1511.699999999991,0.7631779984721161,0.0003236369301833563,5,154857,0.028755801885898415
188,1182.0999999999938,0.7176724137931034,0.0007320279531368377,4,117174,0.024270302373479907
189,1713.1999999999898,0.7631779984721161,0.0011614041117492466,0,155606,0.030692336724461505
190,1475.1999999999903,0.7444113263785395,4.12904554521121e-05,0,154463,0.031158199990656783
191,1455.1999999999907,0.7356406480117821,0.0003153454055257663,5,137496,0.031305781717141615
192,1008.999999999996,0.6899171270718232,2.340349701739147e-06,4,104404,0.024658759761539827
193,1226.2999999999922,0.7329420396184886,0.0001258630517147551,4,129832,0.023954289248541604
194,637.6000000000007,0.797923322683706,2.6245350226646153e-05,6,190661,0.01528586388861836
195,1274.5999999999901,0.738905325443787,0.00034628817193947453,6,144892,0.023752100923011027
196,1227.299999999993,0.7045133991537377,0.0006658318782567281,6,116787,0.02605345335972866
197,1242.2999999999925,0.6668891855807744,7.739870799323037e-05,0,82990,0.03799554923172066
198,1493.7999999999918,0.7505634861006761,0.0007485298066460391,5,154954,0.03008365898719343
199,1296.6999999999941,0.6379310344827587,9.027063135279569e-05,5,65225,0.049158488325807125
200,1031.4999999999948,0.7762237762237763,0.00042049397426818926,3,170077,0.018615046233507217
201,1032.8999999999955,0.6691225720026792,0.0004747566537813698,3,81236,0.023822236572428605
202,1104.9999999999968,0.781078967943706,0.00010554977154843554,1,178498,0.02055899063388648
203,849.4999999999984,0.6072948328267477,0.00033082514712441224,3,41065,0.03139362225711177
204,1056.3999999999958,0.7573919636087946,0.0003433293012451329,1,161806,0.020645419931259262
205,1634.1999999999884,0.8128559804719284,0.0003964089468431485,5,198318,0.027433869879445825
206,1294.3999999999926,0.7223427331887202,1.2036084180372757e-05,5,131693,0.029981647401129387
207,1598.8999999999892,0.7714285714285715,0.00046572959064609026,0,168334,0.03047700743292224
208,1455.7999999999893,0.7732198142414861,0.00023386780233807626,0,174003,0.028405445437423103
209,1070.6999999999944,0.697138869504536,0.0004175852539245992,4,102361,0.024286194595802876
210,574.1000000000022,0.7015449438202247,0.0001237041985204978,2,110439,0.014088761978576227
211,1023.999999999995,0.6961672473867596,0.00018856531882583988,4,109162,0.02415468242554986
212,1501.4999999999886,0.7792511700468019,0.00016706753513700743,0,175666,0.028540189520085184
213,955.199999999996,0.7631779984721161,0.00024707406136931855,1,165443,0.018800751833979393
214,1113.3999999999942,0.7166427546628408,0.00045335917079404055,1,125866,0.02270674795137206
215,917.4999999999975,0.6611515552614163,0.0006736863784291973,6,88879,0.022654202100025344
216,932.5999999999963,0.7427509293680298,0.0002571041315196292,1,142659,0.018335014112192096
217,1562.5999999999883,0.7276037873270211,9.401519087557832e-05,0,136263,0.033945409506414406
218,1955.8999999999833,0.76905311778291,0.0006514864898298434,0,165840,0.03503600410554582
219,1351.2999999999936,0.670020120724346,0.00027716427182025044,0,93785,0.04116255579663085
220,1583.7999999999909,0.6918282548476454,0.00014242699613441098,0,103213,0.039989257849707915
221,965.6999999999956,0.7065063649222065,0.00010030070150310631,1,122149,0.021018892739229442
222,1151.1999999999919,0.7738187451587917,0.00029199444697106683,4,169191,0.021178229430778666
223,1540.3999999999915,0.7427509293680298,0.00011360726123585177,0,146214,0.03237896513010006
224,937.1999999999971,0.6598414795244386,0.0011668314941528036,3,79772,0.023130242652862877
225,1013.5999999999965,0.708008504606662,0.0002604474882363994,3,114411,0.021411239746845397
226,1460.6999999999912,0.7015449438202247,8.732847744203789e-05,0,113835,0.03607386429809179
227,847.2999999999981,0.8256198347107438,0.00026669956529675967,2,206509,0.01571185100527899
228,637.6000000000012,0.7762237762237763,8.809744948689504e-05,6,171479,0.014641939725032676
229,1493.3999999999915,0.7313323572474377,0.0007024392461934211,5,134754,0.03142891601884837
230,1486.8999999999899,0.7444113263785395,0.00014867907319477156,0,154237,0.031391323149142766
231,1612.4999999999905,0.7684615384615384,0.0007060023092087222,4,169045,0.027836883794564417
232,1543.7999999999904,0.7573919636087946,0.00047575966079640086,5,150378,0.02952553021060397
233,1496.1999999999887,0.7551020408163265,0.0008573035293142175,4,146851,0.026728055486194786
234,1613.4999999999882,0.764345830145371,0.00037863514817422636,5,152924,0.029767433126406614
235,1234.3999999999915,0.7620137299771167,0.0011467713538521821,4,157330,0.02191206618777247
236,1525.5999999999945,0.6814461118690314,0.0002592629847138867,5,95789,0.04025019428905758
237,506.0000000000019,0.6363057324840764,0.00012102951314708161,2,62058,0.01672750670937469
238,1360.3999999999915,0.8030546623794212,0.0006026035752154656,3,190646,0.022445465183408675
239,1730.0999999999894,0.7161290322580646,0.0006368091538432219,5,119090,0.03787671383751072
240,1137.1999999999957,0.6445161290322581,0.000516047109233482,4,63306,0.03316935405849624
241,923.1999999999965,0.6880165289256198,0.0003159472097347849,6,110640,0.023049315656995025
242,1532.6999999999912,0.7897233201581028,0.00020991503957435817,0,188634,0.029041770684937844
243,954.8999999999977,0.6143911439114391,0.00016282147210670925,4,43873,0.03777195894180368
244,663.4999999999999,0.6894409937888198,0.0012943996577931113,2,102863,0.015636681075579216
245,896.9999999999986,0.647020725388601,0.0004744223181096927,1,74855,0.02545033144767958
246,1035.199999999996,0.7916006339144216,0.0004804069266327114,3,184809,0.01856419067399631
247,1544.5999999999858,0.7872340425531915,0.0001423935625672433,0,181338,0.028079306582176063
248,1580.89999999999,0.7720247295208655,0.0005037960949784598,0,175287,0.030323973353866877
249,1458.2999999999915,0.675,0.00017967198995923108,0,92439,0.04123128891176932
250,1443.5999999999894,0.7816901408450704,0.0004964884724403762,4,171568,0.0241603871637566
251,842.0999999999981,0.6204968944099379,0.000207522151409927,3,48796,0.027866304698666886
252,1179.4999999999955,0.6828434723171565,0.0007017705748500672,3,94559,0.026986301412152414
253,1444.0999999999929,0.6745442268737339,0.00010799042195167778,5,89707,0.040816858128892464
254,1408.4999999999861,0.7684615384615384,9.969889729408766e-05,5,162314,0.02703179645160955
255,1946.3999999999846,0.829045643153527,0.002162249089436797,5,205693,0.029054249432229073
256,1158.2999999999945,0.7345588235294118,0.00034018654593136893,4,134219,0.023177632860774264
257,1212.2999999999945,0.6942321056289089,0.0003542620777089714,4,102967,0.027949589947076667
258,665.0000000000011,0.7070063694267515,0.0003462045880215552,2,117718,0.015502653758693575
259,1649.69999999999,0.7433035714285714,0.0010388477990348405,5,146853,0.03317801096845074
260,1161.8999999999903,0.7816901408450704,0.0003394175738865117,4,170814,0.02048733832489664
261,1784.7999999999904,0.7756211180124224,0.0005401192775942273,5,171608,0.032382920270265535
262,1041.9999999999943,0.7297297297297297,0.0006224995870954455,6,138950,0.021028341863471293
263,1417.899999999992,0.7579666160849773,4.776223881100302e-05,5,158964,0.029074104975743212
264,1028.6999999999973,0.7702390131071704,0.0004140747293719906,6,171569,0.01919913129964823
265,974.7999999999962,0.7207792207792207,0.00019778270724607843,6,133356,0.020978684429563382
266,1419.8999999999933,0.728134110787172,0.0003459036859170458,4,136780,0.029114802887236224
267,1460.1999999999896,0.738359201773836,0.00021404169700762888,5,142451,0.030889142764672372
268,585.2000000000018,0.6359007001909611,1.3540594702919352e-05,2,66348,0.020321193798423554
269,808.1999999999983,0.6461836998706338,3.276489582434806e-05,1,74984,0.024740044004816296
270,669.0000000000007,0.6102626756261453,1.604811224049701e-05,6,49529,0.027387564391483224
271,1159.099999999995,0.6642287234042553,0.0008756585576892859,3,82527,0.02880162309549183
272,876.899999999998,0.7596958174904943,0.000150904793523364,6,162651,0.017907233709074728
273,1039.799999999996,0.721820809248555,0.00035004944824584106,6,132586,0.021421668415647573
274,1910.4999999999868,0.7591185410334347,0.000576862767911532,0,161546,0.035747369620439375
275,1368.1999999999894,0.7115384615384616,0.0005057018083070187,0,122428,0.032453432424606035
276,1521.8999999999928,0.7105263157894737,0.00011002986954890761,0,128996,0.03757066222383543
277,1648.8999999999887,0.7568181818181818,0.00031076500682379105,5,155161,0.03168314134374323
278,1640.599999999986,0.7516930022573364,0.0015998630561088801,0,148478,0.03100576639232526
279,1507.4999999999927,0.7015449438202247,0.00020060140300621264,5,111165,0.03546732249829569
280,1070.599999999997,0.6731805929919138,0.00052480670383142,3,88437,0.02611777084866293
281,1277.499999999992,0.7145922746781116,0.00031083187395812643,4,117400,0.026841181292760672
282,1572.899999999988,0.8095623987034035,0.0002970906778522009,5,195816,0.026874701745056843
283,1219.7999999999947,0.7903481012658228,1.939146895726722e-05,4,182757,0.02162146193955287
284,1808.1999999999894,0.7356406480117821,0.00046409373396681344,0,141460,0.03730363020909114
285,1601.499999999985,0.797923322683706,0.0005359400816982645,5,182535,0.026601309855453406
286,1031.6999999999962,0.7334801762114538,0.0001317282546407463,1,139894,0.02084828640974052
287,1367.1999999999932,0.6722745625841184,6.619846299205017e-05,5,86812,0.03952673712401925
288,644.5000000000015,0.7212996389891697,0.0002313602848004986,2,134774,0.015951487939027773
289,1748.199999999988,0.8311148086522463,0.0003209622448099402,0,214161,0.028005923919741896
290,1708.8999999999892,0.7372693726937269,0.0006449335106649736,0,141992,0.03528009745115338
291,1425.7999999999922,0.7135714285714285,0.0002903705308514928,5,117478,0.03330637671355622
292,1494.3999999999915,0.6976256983240223,0.00027089786608824683,0,110428,0.036754772924563875
293,1149.399999999994,0.7455223880597015,0.0003132247621225577,4,156746,0.023483401801387704
294,1189.399999999994,0.7181883537023724,0.0004157464077303756,4,119470,0.024854137706489365
295,710.9999999999998,0.6054545454545455,0.00012621171605807545,2,42907,0.027765925366323947
296,1588.9999999999861,0.7661042944785276,0.0005879292786440414,5,156360,0.02862974985170432
297,1431.6999999999928,0.7010526315789474,6.37801016335864e-05,0,117929,0.03652667780540949
298,1197.7999999999945,0.697138869504536,0.00028251364256708274,4,105544,0.027809207517533227
299,982.1999999999955,0.7756211180124224,0.00015295856979223712,1,170670,0.0181053605467969
300,948.1999999999946,0.6913494809688582,0.0010324285541386412,3,106623,0.020919887024631278
301,1657.2999999999874,0.7608530083777608,0.0009370314424867981,0,153158,0.030303123587268627
302,1073.7999999999956,0.7816901408450704,0.0005308327062947416,6,181331,0.019683336898406775
303,760.899999999999,0.7145922746781116,0.00029087203435900833,6,124101,0.017211216414236633
304,1346.2999999999931,0.6691225720026792,0.00031947683918291794,0,87440,0.039959674103075264
305,1720.3999999999899,0.748314606741573,6.770297351459677e-05,0,154859,0.0350678209177074
306,1567.4999999999866,0.7890995260663507,0.0006486780701877564,0,179509,0.027445547823659034
307,1647.299999999988,0.7085106382978723,0.00039464982684755555,5,113577,0.03771387494459962
308,948.5999999999963,0.7105263157894737,0.000784526613963265,6,124298,0.019562773725639103
309,350.9000000000015,0.5989208633093526,0.0003153454055257662,6,38443,0.01672158837893105
310,922.3999999999953,0.7161290322580646,8.821685508392254e-05,1,117268,0.018980739726160614
311,916.4999999999974,0.7488755622188905,0.0001578733041658893,6,158253,0.019673574501038387
312,1109.9999999999966,0.7608530083777608,0.00044623782098731995,6,160440,0.020864608760137432
313,1500.5999999999879,0.7367256637168141,0.0011650595150929153,5,135700,0.03036920230341837
314,984.8999999999979,0.7444113263785395,0.000269426789132868,6,147318,0.01973179002300195
315,1091.6999999999946,0.7696456086286595,0.0002651281876398777,1,171837,0.020278297432453386
316,1100.0999999999951,0.718705035971223,0.0007539269396316825,3,130218,0.022843078891422827
317,519.2000000000021,0.6363057324840764,9.99663658314293e-05,2,56592,0.015163198384024162
318,828.0999999999968,0.6491228070175439,0.00018361715088501996,6,78968,0.02405330526937544
319,1397.799999999992,0.7035211267605633,0.00023955150875658556,5,111842,0.03447919816347503
320,873.5999999999968,0.67182246133154,0.00011173903402805652,3,88463,0.022409556731301038
