,node,degree,closeness,betweenness,community,triangles,clustering
684,685,1335.6999999999905,0.709013484740951,3.4269406346894657e-05,0,122978,0.0330078856266266
676,677,1602.1999999999905,0.7125534950071327,0.0007310249461218,0,125620,0.0368083170414381
675,676,1425.7999999999895,0.7361827560795873,2.0862545912646107e-05,0,146039,0.0317306465354828
703,704,1599.9999999999875,0.7556732223903178,0.0007947493251434,0,162931,0.0318486165880205
700,701,1427.7999999999895,0.7573919636087946,1.831045028551152e-05,0,152295,0.0285179189898869
699,700,1326.1999999999944,0.6691225720026792,0.0001474420312095,0,82400,0.0390667155190561
696,697,1612.1999999999864,0.8056451612903226,0.0004398185760911,0,194269,0.0277340827907341
692,693,1523.3999999999874,0.7732198142414861,1.1367412837018716e-05,0,173255,0.0294058039545092
189,190,1475.1999999999905,0.7444113263785395,4.12904554521121e-05,0,154463,0.0311581999906567
219,220,1583.7999999999909,0.6918282548476454,0.0001424269961344,0,103213,0.0399892578497079
218,219,1351.2999999999936,0.670020120724346,0.0002771642718202,0,93785,0.0411625557966308
217,218,1955.8999999999835,0.76905311778291,0.0006514864898298,0,165840,0.0350360041055458
216,217,1562.5999999999883,0.7276037873270211,9.401519087557832e-05,0,136263,0.0339454095064144
211,212,1501.4999999999886,0.7792511700468019,0.000167067535137,0,175666,0.0285401895200851
667,668,1520.5999999999904,0.7356406480117821,0.0001322631917154,0,146392,0.0336424070706493
661,662,1563.399999999989,0.75,4.236032960147856e-05,0,145384,0.0312320302817172
207,208,1455.7999999999893,0.7732198142414861,0.000233867802338,0,174003,0.0284054454374231
206,207,1598.8999999999892,0.7714285714285715,0.000465729590646,0,168334,0.0304770074329222
605,606,1557.4999999999875,0.7625954198473283,0.000206953780768,0,162702,0.0306207354058754
455,456,1391.39999999999,0.7410979228486647,0.0004327975269859,0,142239,0.029706525396478
453,454,1419.3999999999885,0.7672811059907834,0.0002574384671913,0,166102,0.0280476207365526
354,355,1637.4999999999916,0.7596958174904943,0.0009038955932743,0,163275,0.0318163231726266
350,351,1374.899999999992,0.6990902729181245,0.0004383140655685,0,114436,0.0354419621763198
341,342,1481.5999999999904,0.6961672473867596,0.0003941817569072,0,102731,0.0361803073581437
339,340,1519.59999999999,0.7786438035853468,0.0002874809154034,0,182372,0.0296534266266646
481,482,1465.5999999999888,0.7884767166535123,0.0002291393406957,0,186265,0.0275095820072418
632,633,1438.3999999999903,0.75,7.455685478397568e-05,0,160432,0.031163955877313
628,629,1481.1999999999884,0.7270742358078602,0.0004695410173032,0,125067,0.0315768041034307
241,242,1532.6999999999912,0.7897233201581028,0.0002099150395743,0,188634,0.0290417706849378
229,230,1486.89999999999,0.7444113263785395,0.0001486790731947,0,154237,0.0313913231491427
657,658,1702.199999999988,0.738359201773836,0.0001226677579382,0,139728,0.0350797537662972
654,655,1874.4999999999857,0.7568181818181818,0.0012146414952026,0,161100,0.0345823832514752
644,645,1495.1999999999907,0.7859952793076318,0.0,0,186949,0.0289522750379935
225,226,1460.6999999999912,0.7015449438202247,8.732847744203789e-05,0,113835,0.0360738642980917
222,223,1540.3999999999917,0.7427509293680298,0.0001136072612358,0,146214,0.0323789651301
477,478,1649.4999999999911,0.7522590361445783,0.000264559816998,0,157900,0.0333407308307901
596,597,1299.499999999993,0.6800544588155207,6.218643493192591e-05,0,100814,0.0378306633132937
624,625,1662.6999999999891,0.7511278195488722,0.0006656288887417,0,152167,0.0320180238835441
616,617,1343.7999999999925,0.666,0.0001786522661606,0,85836,0.0402725108845213
615,616,1465.3999999999903,0.7614329268292683,0.0001751807474363,0,155210,0.0291695007509933
248,249,1458.2999999999915,0.675,0.0001796719899592,0,92439,0.0412312889117693
247,248,1580.89999999999,0.7720247295208655,0.0005037960949784,0,175287,0.0303239733538668
246,247,1544.5999999999858,0.7872340425531915,0.0001423935625672,0,181338,0.028079306582176
642,643,1701.2999999999877,0.738359201773836,0.0002424291836449,0,147303,0.035798384001924
639,640,1639.6999999999882,0.7596958174904943,0.0008768621661073,0,161774,0.0309665063303452
636,637,1444.1999999999907,0.7551020408163265,0.0001518552620757,0,160314,0.030284212071915
924,925,1567.3999999999912,0.7125534950071327,0.000506585409725,0,124992,0.0359627778833157
922,923,1688.7999999999886,0.7556732223903178,0.0002474083970409,0,165550,0.0340654452469539
919,920,1580.9999999999916,0.6875430144528561,0.0005549972149838,0,106709,0.0416118977712104
918,919,1458.0999999999897,0.7798594847775175,0.0003574382665899,0,181021,0.0284339227276763
384,385,1556.099999999988,0.7551020408163265,0.0025059127263536,0,155126,0.0292398461341359
382,383,1339.099999999993,0.6923076923076923,0.00016349014345,0,109722,0.0358684434537901
378,379,1622.599999999989,0.7192224622030238,0.0004712461292287,0,123874,0.0344812760701767
375,376,1523.2999999999868,0.7334801762114538,0.000420259939298,0,140183,0.0324311025287403
374,375,1440.099999999992,0.697138869504536,0.0006557994199944,0,105506,0.0357943762850455
990,991,1653.699999999992,0.7738187451587917,0.0001191739501692,0,172286,0.0307927614966242
372,373,1552.0999999999874,0.7455223880597015,0.0013575699948445,0,146471,0.0307260841620053
917,918,1537.3999999999912,0.785377358490566,0.0001265014736401,0,185098,0.029257128893506
942,943,1598.799999999988,0.7780373831775701,0.0008341675008341,0,176735,0.0295597222408615
939,940,1278.8999999999887,0.7207792207792207,0.0,0,132590,0.0304937822195134
936,937,1637.1999999999864,0.7934868943606036,0.0007020046098202,0,180163,0.0285230351954414
935,936,1585.4999999999925,0.6795918367346939,0.0005270801863988,0,94795,0.0425110217538517
934,935,1626.4999999999895,0.8208709942481512,0.0002247890691444,0,205369,0.027333198812546
932,933,1434.2999999999895,0.7608530083777608,3.360073500354061e-05,0,165362,0.0293374302916207
44,45,1441.799999999993,0.7207792207792207,0.0008318271511324,0,123419,0.0322730964454988
958,959,1602.299999999988,0.7816901408450704,0.0001152502822509,0,176405,0.029921534597015
991,992,1366.199999999994,0.6677807486631016,0.0003967561415791,0,87599,0.0404934995641373
37,38,951.7999999999964,0.7202595529920692,0.0001040452610258,1,129015,0.0210053000962171
48,49,1097.8999999999949,0.7438570364854803,0.0005331650956233,1,151482,0.0217443253840706
937,938,967.0999999999988,0.7095170454545454,0.0003704439242181,1,118702,0.0208176179491301
425,426,926.0999999999956,0.7270742358078602,0.0002963885729416,1,134483,0.0191405586190756
431,432,956.9999999999968,0.7045133991537377,3.739783298901535e-05,1,118486,0.02060047993091
404,405,1121.1999999999969,0.7708333333333334,0.000927647754635,1,167861,0.0199314786195661
409,410,1100.399999999995,0.808252427184466,0.0004606811220037,1,192691,0.0185580661972848
412,413,1137.099999999995,0.7696456086286595,0.0001731858779286,1,171114,0.0213772658161592
416,417,1164.899999999995,0.8024096385542169,0.0004861431715139,1,194242,0.020237008484226
921,922,994.6999999999956,0.6842465753424658,0.0007126030506124,1,93451,0.0220560417941515
973,974,807.5999999999977,0.6791298436437797,0.0001945355986772,1,100113,0.0205305357613426
635,636,1136.399999999993,0.7494373593398349,0.0002528771733848,1,157932,0.0217198787605703
244,245,896.9999999999986,0.647020725388601,0.0004744223181096,1,74855,0.0254503314476795
595,596,903.9999999999984,0.644932214331827,0.0003005677688376,1,68299,0.0253694892005645
599,600,980.7999999999964,0.7156160458452722,0.000516949815547,1,127534,0.0218464926944933
480,481,961.1999999999978,0.635092180546726,0.0004530248351223,1,58956,0.0280309417429654
220,221,965.6999999999956,0.7065063649222065,0.0001003007015031,1,122149,0.0210188927392294
643,644,988.4999999999958,0.777431906614786,0.0001589766118824,1,170540,0.0178569873156904
649,650,1172.899999999993,0.833889816360601,0.0005331985291905,1,216423,0.0190630935210116
651,652,1099.0999999999965,0.7909738717339667,0.0004070536802667,1,181476,0.0199732944229367
653,654,883.0999999999983,0.6976256983240223,0.0001818953221758,1,117016,0.0217313769831802
629,630,869.9999999999984,0.6330798479087453,0.0002440650403242,1,58928,0.0271342293329656
631,632,838.2999999999982,0.6021699819168174,0.0001568034300165,1,38809,0.0334721227257962
482,483,814.0999999999985,0.655511811023622,0.0002397186765924,1,73145,0.0223693478036754
344,345,1107.8999999999946,0.764345830145371,9.513760348763688e-05,1,167646,0.021088797436772
346,347,928.199999999997,0.6550819672131147,0.0001496820802098,1,71399,0.0238811301810822
349,350,989.1999999999967,0.6800544588155207,0.0003334998324978,1,97142,0.0235673580183538
351,352,1225.2999999999947,0.7427509293680298,0.0007092596938956,1,149045,0.0239847650124723
353,354,1200.2999999999918,0.7556732223903178,0.0007255943795689,1,141473,0.0207836749120216
600,601,844.4999999999981,0.6880165289256198,0.0004160329811632,1,97451,0.0194088785982599
601,602,813.1999999999981,0.6259398496240601,0.0003702767563823,1,53400,0.0266206044832576
666,667,917.099999999996,0.7270742358078602,8.40854214267708e-05,1,126703,0.0191264938487643
668,669,1079.2999999999925,0.7726218097447796,3.6830931954512455e-05,1,163356,0.0190775960382507
669,670,916.9999999999968,0.7625954198473283,0.000329153468766,1,164732,0.0180905959160395
674,675,800.0999999999975,0.6594059405940594,2.4406504032422536e-05,1,77750,0.0214572357838784
212,213,955.199999999996,0.7631779984721161,0.0002470740613693,1,165443,0.0188007518339793
213,214,1113.3999999999942,0.7166427546628408,0.000453359170794,1,125866,0.022706747951372
215,216,932.5999999999964,0.7427509293680298,0.0002571041315196,1,142659,0.018335014112192
694,695,882.2999999999957,0.7568181818181818,0.000196589374946,1,157721,0.0174496525211781
705,706,928.499999999998,0.7030260380014075,0.000297057244285,1,113575,0.0209037073166356
689,690,876.1999999999981,0.6809815950920245,0.0003487121055591,1,96904,0.0216587540461434
201,202,1104.9999999999968,0.781078967943706,0.0001055497715484,1,178498,0.0205589906338864
203,204,1056.3999999999958,0.7573919636087946,0.0003433293012451,1,161806,0.0206454199312592
708,709,810.9999999999985,0.6624668435013262,8.024056120248505e-05,1,78982,0.0218038682837308
712,713,1096.199999999997,0.7649310872894334,0.0006271802864989,1,166856,0.0211624766908758
716,717,1054.5999999999965,0.7545317220543807,0.0001088931282652,1,161007,0.0210612607550984
721,722,1044.4999999999975,0.6814461118690314,0.0001725172065853,1,101466,0.0253984482914773
183,184,1278.5999999999929,0.7249637155297532,0.0010991285206382,1,132876,0.0247494013377977
268,269,808.1999999999983,0.6461836998706338,3.276489582434806e-05,1,74984,0.0247400440048162
564,565,1102.199999999994,0.7637614678899083,0.0003760798683978,1,167693,0.0207454783617109
565,566,859.0999999999966,0.7115384615384616,0.0006292197340961,1,124842,0.0190428025602449
767,768,1122.499999999994,0.7573919636087946,6.732087560410875e-05,1,163600,0.0216802897003297
768,769,1096.1999999999955,0.7928571428571428,0.0004174539077678,1,183662,0.0193625362299844
742,743,1155.999999999994,0.7792511700468019,0.0002047805989021,1,178056,0.0215322302893998
754,755,1166.299999999994,0.7947494033412887,0.0002630615523067,1,189861,0.0208829560726392
725,726,920.1999999999967,0.6809815950920245,0.0004092602956998,1,94099,0.0221830110162823
736,737,1107.5999999999935,0.7661042944785276,0.0008945341944673,1,160839,0.0196643183559566
738,739,1045.5999999999958,0.7455223880597015,0.0003423119655584,1,155834,0.0209071452478365
167,168,974.8999999999968,0.75,0.0001944161930801,1,157787,0.0199420036782549
285,286,1031.6999999999962,0.7334801762114538,0.0001317282546407,1,139894,0.0208482864097405
549,550,911.599999999998,0.7197406340057637,8.28149458743981e-05,1,134843,0.0207307757916994
554,555,987.3999999999966,0.7228654124457308,0.0001705780596896,1,133573,0.0212448576657276
555,556,1120.6999999999916,0.8269867549668874,0.0003889389326931,1,205095,0.0183002448155841
558,559,1040.9999999999975,0.7239130434782609,0.0006059499713474,1,131669,0.0213185357582678
562,563,1090.3999999999944,0.7539622641509434,0.0003105978389879,1,162560,0.0217118419027633
298,299,982.1999999999956,0.7756211180124224,0.0001529585697922,1,170670,0.0181053605467969
464,465,933.0999999999964,0.7416481069042317,7.221650508223655e-05,1,151542,0.0195783832550201
367,368,797.6999999999982,0.6445161290322581,2.7081189405838704e-05,1,74062,0.0248755067023658
441,442,1127.599999999993,0.7661042944785276,0.0007716801637977,1,162564,0.0204054748825319
775,776,1108.9999999999952,0.7324046920821115,0.0005796377539864,1,139739,0.0222492588772273
776,777,831.6999999999981,0.6537958115183246,0.0003433627348123,1,74216,0.0224447288887281
786,787,826.099999999998,0.655511811023622,0.0002478764669813,1,77947,0.0229119921140789
134,135,1044.4999999999966,0.6956824512534819,0.0005896009570024,1,103460,0.0228706326252276
139,140,1198.2999999999918,0.7065063649222065,0.0001646125560621,1,106549,0.0246170519154128
755,756,921.599999999998,0.6620278330019881,0.000287695845478,1,84063,0.0238089984786796
460,461,1024.899999999997,0.6894409937888198,0.0002401198793984,1,107769,0.0242570217888192
823,824,843.4999999999982,0.6495448634590377,4.861240666183886e-05,1,70388,0.0241043635139065
805,806,991.7999999999946,0.7318681318681318,9.668987624899447e-05,1,131625,0.0197053985394228
812,813,1216.199999999994,0.6861263736263736,0.0007080417568059,1,95630,0.0268351137758662
534,535,1151.7999999999945,0.6682274247491639,0.0006160516848559,1,84919,0.0283207072805213
499,500,932.8999999999986,0.6913494809688582,0.0002763618662082,1,103163,0.0220197941162196
503,504,905.1999999999964,0.76905311778291,2.0060140300621263e-06,1,163705,0.017465400917493
309,310,922.3999999999952,0.7161290322580646,8.821685508392254e-05,1,117268,0.0189807397261606
314,315,1091.6999999999946,0.7696456086286595,0.0002651281876398,1,171837,0.0202782974324533
857,858,818.7999999999998,0.6204968944099379,0.000195586367931,1,51268,0.0281134653781477
866,867,1200.5999999999926,0.8037007240547064,0.0008409401862975,1,192904,0.0199231986589378
842,843,1221.9999999999918,0.7941176470588235,0.0008511183193881,1,180909,0.0200981367522862
846,847,890.9999999999965,0.7166427546628408,4.28618331089941e-05,1,120167,0.0192540165588582
849,850,1013.1999999999956,0.6814461118690314,0.0003256429442134,1,105399,0.0247180021507964
850,851,1062.1999999999937,0.7197406340057637,0.0014236012900007,1,130109,0.0201293542626806
102,103,913.0999999999964,0.6568047337278107,0.0003493807769024,1,74847,0.0239065296862052
107,108,1047.7999999999945,0.6833105335157319,0.0009678889104406,1,99286,0.0243411065697132
110,111,1200.0999999999945,0.7884767166535123,0.0014345340664645,1,187484,0.0210013269959309
114,115,1076.299999999992,0.7573919636087946,0.0005444193486945,1,154815,0.0195959726053142
