,node,degree,closeness,betweenness,community,triangles,clustering
320,321,1070.8999999999958,0.6828434723171565,7.372101560478314e-05,1,99805,0.0258108649391214
497,498,1107.9999999999943,0.8089068825910931,0.0007866440732172,1,198918,0.0195286491090006
498,499,1016.399999999998,0.709013484740951,0.0003711125955614,1,118841,0.0220731453632173
327,328,989.6999999999975,0.6990902729181245,0.0001594781153899,1,112892,0.0224713499749589
333,334,925.7999999999968,0.6956824512534819,7.673003664987634e-05,1,110427,0.0219268924039127
80,81,1025.7999999999956,0.7421991084695394,0.0012935447137183,1,143938,0.0193081102182423
82,83,923.7999999999972,0.675,0.0001907385006917,1,88890,0.0223085044134998
885,886,1223.399999999994,0.7666922486569455,0.0003976922814598,1,168175,0.0217723108974148
868,869,1063.5999999999954,0.7511278195488722,7.118006450003778e-05,1,156042,0.0206279123292149
875,876,912.4999999999968,0.6403846153846153,0.0004058835054159,1,65063,0.0246284373782799
882,883,1050.8999999999935,0.7573919636087946,0.0002946165938817,1,153256,0.0193332131466645
97,98,885.7999999999984,0.6677807486631016,0.0001425941639702,1,90125,0.0235871568233939
852,853,933.7999999999964,0.6691225720026792,0.0002187223964111,1,82204,0.023062970605021
926,927,974.1999999999948,0.6932685634975712,0.0001960878714385,1,104978,0.0223014243449944
62,63,1059.1999999999955,0.6865979381443299,0.0001797054235263,1,102588,0.024917781483989
473,474,1095.1999999999946,0.7313323572474377,0.0005311256480261,1,138604,0.021879169685516
21,22,1027.8999999999987,0.7161290322580646,0.000632797125783,1,121922,0.0213741214876939
964,965,966.5999999999966,0.6842465753424658,0.000323770664452,1,94657,0.022365833332172
951,952,916.3999999999974,0.7125534950071327,0.0001088262611308,1,134103,0.0216791829829943
396,397,980.8999999999968,0.7000700770847933,0.0001245066041325,1,106588,0.0216127288367674
398,399,945.3999999999972,0.7792511700468019,8.207940739670868e-05,1,171894,0.0176144240808352
399,400,936.5999999999972,0.7324046920821115,0.0001006350371747,1,149360,0.0212129580352955
11,12,1049.9999999999948,0.708008504606662,0.0003846531902644,1,117863,0.0220205155073312
925,926,1189.2999999999938,0.7438570364854803,0.0006465717554561,1,145069,0.02264771352001
982,983,523.8000000000022,0.6629064366290643,4.914734373652209e-05,2,84661,0.0165909832853719
401,402,637.8,0.640795381654907,0.0005426936622661,2,58642,0.016451198350728
997,998,645.2,0.7334801762114538,4.847867239316805e-05,2,139407,0.0151409299990635
328,329,818.2999999999981,0.6533682145192936,0.00034988228041,2,77963,0.0225907105822588
485,486,590.9000000000021,0.7356406480117821,9.361398806956587e-06,2,146654,0.0153056627085275
316,317,519.2000000000021,0.6363057324840764,9.99663658314293e-05,2,56592,0.0151631983840241
294,295,710.9999999999998,0.6054545454545455,0.000126211716058,2,42907,0.0277659253663239
560,561,754.9999999999969,0.7438570364854803,0.0005036432558142,2,143445,0.0153533078537297
287,288,644.5000000000015,0.7212996389891697,0.0002313602848004,2,134774,0.0159514879390277
572,573,882.2999999999953,0.6986013986013986,0.0004576243387198,2,105700,0.0186888042407429
585,586,471.8000000000032,0.6651131824234354,5.583405717006252e-05,2,84766,0.0139720987297588
267,268,585.2000000000018,0.6359007001909611,1.3540594702919352e-05,2,66348,0.0203211937984235
457,458,561.3000000000022,0.6709200805910007,8.692727463602547e-05,2,86862,0.0159592372215738
257,258,665.0000000000011,0.7070063694267515,0.0003462045880215,2,117718,0.0155026537586935
243,244,663.4999999999999,0.6894409937888198,0.0012943996577931,2,102863,0.0156366810755792
637,638,730.8999999999996,0.7416481069042317,0.000706350973552,2,143715,0.0154052690898251
236,237,506.0000000000019,0.6363057324840764,0.000121029513147,2,62058,0.0167275067093746
226,227,847.2999999999981,0.8256198347107438,0.0002666995652967,2,206509,0.0157118510052789
209,210,574.1000000000022,0.7015449438202247,0.0001237041985204,2,110439,0.0140887619785762
679,680,679.0999999999996,0.69375,0.000831158479789,2,104373,0.0165892362567612
678,679,461.3000000000034,0.6664442961974649,4.709356746764896e-05,2,86481,0.0134669126878191
182,183,752.6999999999986,0.7181883537023724,0.0002831488803432,2,125943,0.0167696523762942
715,716,659.8000000000002,0.7780373831775701,0.0001257770796848,2,176846,0.0150246779161385
714,715,574.5000000000024,0.6763710223425863,0.0005748901874486,2,93407,0.0153203471258902
730,731,673.7000000000002,0.7223427331887202,0.000218321193605,2,124474,0.0150341565574929
726,727,690.0999999999996,0.597488038277512,6.335660978279549e-05,2,38188,0.0287616662863729
752,753,657.3999999999994,0.718705035971223,0.000250417418086,2,119990,0.0144814802880082
151,152,597.1000000000016,0.6861263736263736,0.0005755588587919,2,96823,0.0142919870251332
443,444,798.4999999999962,0.6947148817802503,0.0004080232537146,2,105328,0.0187024233296301
356,357,518.2000000000039,0.7244379985496737,0.0004814433672149,2,131232,0.0132797228214545
138,139,758.6999999999997,0.7276037873270211,0.0006901436538488,2,131938,0.0163265738686195
800,801,603.6000000000013,0.6651131824234354,0.0003635900429487,2,83988,0.0164429709187246
799,800,720.2000000000004,0.7151037938439513,0.0003868932392646,2,122920,0.0165398171752552
833,834,866.5999999999976,0.842327150084317,8.655950539718078e-05,2,215885,0.015426459923074
847,848,536.9000000000027,0.6908713692946058,2.375693758459289e-05,2,103868,0.0147134966172034
876,877,758.8999999999978,0.8222222222222222,0.0011312916122535,2,200069,0.0137314835469111
884,885,478.4000000000024,0.644932214331827,0.0001815442697206,2,70659,0.0160949829107035
81,82,799.499999999997,0.7291970802919708,0.0003542286441418,2,141271,0.0181896663039141
900,901,538.9000000000015,0.6342857142857142,0.0001277162265806,2,59853,0.0177847567654794
929,930,532.4000000000021,0.6602775941837409,9.027063135279567e-05,2,75504,0.0146378135554878
923,924,793.2999999999978,0.6537958115183246,0.0002884146671721,2,79055,0.0222679792946325
413,414,866.3999999999983,0.6602775941837409,0.0003898019596082,2,82095,0.0238404445256803
410,411,514.9000000000023,0.6367112810707457,4.680699403478295e-05,2,63593,0.0164951471546253
373,374,700.2999999999993,0.6894409937888198,0.0002066863122307,2,101968,0.016267936095081
962,963,1031.2999999999956,0.8030546623794212,0.0004236367295819,2,189279,0.0183062481017673
959,960,524.8000000000029,0.6976256983240223,0.0001397523107609,2,103594,0.0134733508111368
956,957,801.1999999999991,0.797923322683706,0.0002080236549174,2,191997,0.0164508953966681
0,1,1005.0999999999974,0.6731805929919138,0.0003510524552608,3,87489,0.0240477378718032
993,994,1047.4999999999943,0.7378138847858198,0.0003216309161532,3,138926,0.0201949023130613
992,993,1072.5999999999951,0.830423940149626,0.00012876077227,3,209478,0.0179095728267273
7,8,960.8999999999952,0.7125534950071327,0.0007519209256016,3,122100,0.0199497472831358
25,26,929.5999999999948,0.7239130434782609,0.000654127741636,3,128943,0.0186444116501862
405,406,871.2999999999982,0.6371173469387755,0.0002324970260842,3,60945,0.0261977968550489
386,387,925.1999999999956,0.738905325443787,5.065185425906869e-05,3,141604,0.0183773521371395
381,382,1077.6999999999953,0.764345830145371,0.0001215310166545,3,166946,0.0204504325283891
371,372,1055.399999999995,0.7438570364854803,0.0001846394075296,3,146566,0.020492151552211
933,934,921.6999999999978,0.6474400518470512,0.0002881973489855,3,66535,0.0250202844448926
931,932,1073.099999999995,0.7318681318681318,0.0001406550170745,3,138783,0.0214159889955073
45,46,1011.7999999999954,0.7125534950071327,0.0003874950434736,3,118165,0.0213454719991157
41,42,915.899999999996,0.6668891855807744,0.0007588416740053,3,79529,0.0219608870766497
40,41,895.499999999997,0.6568047337278107,0.0002032912854556,3,78579,0.0241997265039898
58,59,1116.8999999999935,0.7010526315789474,0.0002333662988305,3,105828,0.0236273229836744
660,661,1058.1999999999946,0.7579666160849773,0.0001968902770505,3,157851,0.0200481086445426
659,660,1142.9999999999943,0.7960159362549801,0.0002939479225384,3,186859,0.019837968328219
245,246,1035.199999999996,0.7916006339144216,0.0004804069266327,3,184809,0.0185641906739963
237,238,1360.3999999999917,0.8030546623794212,0.0006026035752154,3,190646,0.0224454651834086
687,688,967.6999999999956,0.6913494809688582,0.0002841853209254,3,102865,0.0218747498246015
681,682,754.499999999999,0.6159062885326757,4.613832269142891e-05,3,46308,0.0268516713901321
706,707,985.3999999999966,0.6611515552614163,0.000872616103077,3,77379,0.0238243062457034
618,619,1005.3999999999965,0.7156160458452722,0.0003487789726934,3,128058,0.0217883530933801
617,618,919.6999999999946,0.6913494809688582,0.0003492693316785,3,95320,0.0196202048631912
251,252,1179.4999999999957,0.6828434723171565,0.00070177057485,3,94559,0.0269863014121524
250,251,842.0999999999981,0.6204968944099379,0.0002075221514099,3,48796,0.0278663046986668
432,433,1053.7999999999952,0.7372693726937269,0.0003663315954565,3,141424,0.0207590829849155
428,429,1113.6999999999948,0.7947494033412887,0.0002595113483557,3,184290,0.0195332710101232
427,428,897.5999999999966,0.6786684782608695,0.0003854890294436,3,90285,0.0216175700486864
426,427,1074.4999999999957,0.6908713692946058,0.0004242719673581,3,100278,0.0226474936129746
914,915,1395.7999999999931,0.709013484740951,0.0005358397809967,3,113900,0.0290187742005777
911,912,1261.0999999999906,0.7297297297297297,0.0004604136534664,3,134304,0.02452085197219
610,611,1308.999999999994,0.6889655172413793,0.000226694782473,3,106448,0.0305097513722567
609,610,987.5999999999972,0.6620278330019881,0.0007434622331081,3,78456,0.0243135234992395
604,605,1064.8999999999965,0.7075070821529745,0.0003686719451582,3,116777,0.0231042374479781
621,622,1056.1999999999953,0.709013484740951,0.0006666653293239,3,114931,0.0213316055466938
202,203,849.4999999999984,0.6072948328267477,0.0003308251471244,3,41065,0.0313936222571117
200,201,1032.8999999999955,0.6691225720026792,0.0004747566537813,3,81236,0.0238222365724286
199,200,1031.4999999999948,0.7762237762237763,0.0004204939742681,3,170077,0.0186150462335072
903,904,1106.6999999999966,0.6271186440677966,0.0004763948985725,3,53970,0.0350256094539571
439,440,937.199999999998,0.6664442961974649,7.756587582906889e-05,3,85124,0.0248346331398583
438,439,1073.799999999995,0.78046875,0.0003326639933186,3,171931,0.0191371853631742
370,371,1059.8999999999965,0.6745442268737339,0.0005825241852852,3,84764,0.0236200457630273
369,370,978.999999999996,0.6976256983240223,0.000206351976559,3,106789,0.0208244504029931
891,892,790.8999999999979,0.6441005802707931,6.3523777618634e-06,3,65559,0.0232739638768571
459,460,1428.0999999999888,0.7625954198473283,0.0003207950769741,3,165260,0.0259622588555486
747,748,983.6999999999964,0.6837782340862423,6.853881269378933e-05,3,96348,0.0234518305782537
586,587,1153.299999999992,0.7916006339144216,0.0008395026876434,3,177892,0.0185722743490712
270,271,1159.099999999995,0.6642287234042553,0.0008756585576892,3,82527,0.0288016230954918
157,158,1059.899999999997,0.6903939184519696,5.120198840973726e-05,3,109720,0.0252816987528095
154,155,959.1999999999966,0.6814461118690314,0.0006126701183481,3,97415,0.0229511694160006
153,154,1144.599999999993,0.7249637155297532,0.0011456011790013,3,126102,0.0213624772922464
589,590,1229.9999999999948,0.797923322683706,0.0012746547482686,3,185246,0.0199328134141533
164,165,915.8999999999984,0.6162862430598396,0.0002309256484273,3,45871,0.0303853588985936
731,732,939.7999999999972,0.7202595529920692,2.039447597229828e-05,3,127368,0.0205353411349213
348,349,1050.2999999999947,0.7471952131637996,9.346201730971273e-05,3,150962,0.0206849952448094
347,348,807.8999999999979,0.6110091743119266,0.0002149778368883,3,42491,0.0296859424938581
880,881,1169.4999999999934,0.78046875,7.62285331423608e-05,3,181831,0.0208072290549133
869,870,910.5999999999964,0.7085106382978723,0.0004994974934854,3,113893,0.0192821814663006
858,859,897.9999999999955,0.7015449438202247,0.0005531583687896,3,106364,0.0193151865372172
856,857,918.1999999999962,0.68707015130674,0.0004027073165349,3,98692,0.021205913611796
86,87,1184.299999999993,0.6795918367346939,0.0003594108470527,3,92622,0.026942262766175
479,480,867.0999999999963,0.6602775941837409,1.855562977807467e-05,3,80089,0.0232588713176433
557,558,919.7999999999972,0.6651131824234354,0.0007689720448571,3,80632,0.0225413863587663
553,554,890.4999999999976,0.7176724137931034,7.221650508223655e-05,3,132855,0.0200003279116496
552,553,867.6999999999977,0.624765478424015,0.0004811090315432,3,51508,0.0268734030103712
279,280,1070.599999999997,0.6731805929919138,0.0005248067038314,3,88437,0.0261177708486629
147,148,1025.6999999999955,0.7655172413793103,0.0004867927379617,3,160575,0.0185699496691868
770,771,876.4999999999983,0.6189591078066915,0.0007836828144109,3,45476,0.027731268977974
766,767,1222.099999999992,0.7156160458452722,0.0008017703742486,3,120367,0.0240822176136251
745,746,1022.799999999996,0.7060070671378091,0.0005390159698776,3,122419,0.0223190079006938
332,333,886.1999999999977,0.6777476255088195,0.0002345364736814,3,95463,0.0225878889413857
104,105,1072.8999999999962,0.7040169133192389,0.0002947837617176,3,104995,0.0211751912715314
494,495,1299.2999999999895,0.777431906614786,0.0005028408502022,3,171202,0.0218385739401388
772,773,995.1999999999964,0.7260174418604651,0.0004426604293003,3,122870,0.0192837596345067
544,545,777.0999999999996,0.5842105263157895,5.315937179664634e-05,3,27348,0.0391627519264629
543,544,867.2999999999978,0.6302839116719243,9.796035180136716e-05,3,55216,0.0268828486915488
299,300,948.1999999999946,0.6913494809688582,0.0010324285541386,3,106623,0.0209198870246312
559,560,1049.4999999999957,0.7000700770847933,0.0005348367739817,3,102791,0.0210392300050497
815,816,929.3999999999968,0.7449664429530202,0.0001445302714507,3,150756,0.0192374780705601
527,528,1117.799999999993,0.7947494033412887,0.000162487136435,3,187743,0.0197364817397707
523,524,1116.699999999994,0.738905325443787,0.0006298549718723,3,134051,0.0206822992114945
520,521,1040.599999999996,0.8011226944667201,0.0002670784790579,3,184128,0.0178280202428724
516,517,1044.9999999999964,0.7197406340057637,0.0001628214721067,3,126384,0.0223200642099151
136,137,1036.7999999999952,0.7239130434782609,0.0001858571998852,3,133674,0.0219677636091238
784,785,1035.6999999999966,0.7302631578947368,0.0002083579905891,3,139094,0.0218064695883402
484,485,971.1999999999966,0.6986013986013986,0.0002398858444282,3,106178,0.0212641447592855
319,320,873.5999999999968,0.67182246133154,0.000111739034028,3,88463,0.022409556731301
315,316,1100.0999999999951,0.718705035971223,0.0007539269396316,3,130218,0.0228430788914228
834,835,878.0999999999974,0.6651131824234354,0.0001006350371747,3,86638,0.0230781917546047
831,832,1448.4999999999898,0.753393665158371,0.0017610351389019,3,151345,0.025340095856927
829,830,1026.4999999999948,0.7922283901665345,0.0002220323195607,3,182907,0.0179116954063819
108,109,813.8999999999979,0.621268656716418,0.0001103307716534,3,50170,0.0274594855679274
808,809,994.9999999999952,0.7726218097447796,0.0004342017368069,3,165846,0.0178052758788012
807,808,950.4999999999944,0.7539622641509434,7.004332321633592e-05,3,150969,0.0176245964825939
806,807,1027.4999999999957,0.7916006339144216,0.0003880634141155,3,177443,0.0176578877779766
126,127,1224.999999999994,0.7176724137931034,0.0003473747628724,3,122828,0.024724042767631
509,510,821.0999999999975,0.6491228070175439,1.2036084180372757e-05,3,68019,0.0233044898602099
505,506,1394.0999999999888,0.7477544910179641,0.0009977913785529,3,150352,0.0242433450304683
504,505,857.899999999997,0.7000700770847933,0.0001084919254591,3,106840,0.0189211625125459
500,501,969.7999999999962,0.7394522575869726,0.0004188748343724,3,137985,0.0186706358237531
529,530,984.3999999999962,0.7050105857445307,0.0003550644833209,3,105984,0.0200003592260987
795,796,1138.8999999999965,0.627906976744186,0.000141758324791,3,56472,0.0375040872794185
794,795,1019.099999999998,0.6837782340862423,0.0002775543301038,3,97285,0.0240817143065258
791,792,957.7999999999968,0.6795918367346939,0.0002599125511617,3,91950,0.0229536998612346
34,35,949.9999999999968,0.6646706586826348,0.0001385821359101,3,84273,0.0233037846322666
395,396,1012.0999999999976,0.7161290322580646,0.0003075888179428,3,128071,0.0217246186967459
394,395,920.8999999999965,0.7070063694267515,5.640242781191345e-05,3,107552,0.0190674962366706
953,954,967.5999999999972,0.781078967943706,1.3707762538757865e-05,3,173450,0.0180116677428126
949,950,1007.7999999999956,0.723388848660391,0.0002116344801715,3,128275,0.0207967403276463
948,949,1332.7999999999909,0.8840707964601769,0.0012723143985669,3,246342,0.0191356159901002
976,977,959.5999999999976,0.7340191036002939,0.0002349933990993,3,141277,0.020177937892688
655,656,1225.6999999999891,0.7602739726027398,0.0002536493295789,3,159059,0.0217747911225022
648,649,1171.3999999999935,0.7130620985010707,0.0011227660526257,3,118588,0.0233179173127608
224,225,1013.5999999999964,0.708008504606662,0.0002604474882363,3,114411,0.0214112397468453
223,224,937.1999999999972,0.6598414795244386,0.0011668314941528,3,79772,0.0231302426528628
987,988,906.5999999999968,0.655511811023622,9.929769448807524e-05,3,74184,0.0255753703635985
985,986,1105.1999999999962,0.7405485544848036,0.0007964210035018,3,140181,0.0208623203559817
981,982,987.0999999999968,0.7433035714285714,0.0004541950099732,3,148040,0.0196328517212551
979,980,1104.0999999999924,0.7841444270015698,0.0001801734934667,3,172166,0.0189575659319143
971,972,930.2999999999946,0.7223427331887202,0.0003492136090666,3,124427,0.0184899362509405
963,964,1174.6999999999914,0.7340191036002939,0.0002562682923404,4,142980,0.0239863239518812
966,967,1081.099999999994,0.6884906960716747,0.0005165486127409,4,98617,0.0253439947017143
18,19,1177.8999999999924,0.7244379985496737,0.0003855081343391,4,123757,0.023531088575122
986,987,1478.1999999999894,0.7244379985496737,0.0009732511402518,4,133819,0.0293645583713162
2,3,1497.999999999991,0.7585421412300684,0.0012207264044271,4,154379,0.0269932313800005
647,648,1128.5999999999935,0.7786438035853468,0.0002807416635071,4,171891,0.0207348092239168
652,653,1232.0999999999915,0.7528259231348907,7.689720448571483e-05,4,151100,0.0232640555453523
408,409,1166.6999999999923,0.7684615384615384,0.0004140747293719,4,158122,0.0209317955725425
411,412,1185.4999999999957,0.6923076923076923,0.0003154648111227,4,106134,0.028524394555231
977,978,1025.0999999999965,0.6823770491803278,0.0002226675573368,4,95011,0.0258496498368747
960,961,1325.3999999999933,0.8181818181818182,0.0004971237102165,4,204561,0.0221944200757946
961,962,1061.099999999994,0.7249637155297532,0.0002403873479357,4,131844,0.0225441476396461
35,36,1096.4999999999914,0.7181883537023724,0.0002537607748028,4,127438,0.0231348776517463
388,389,1383.3999999999908,0.8168438266557645,0.000777129835246,4,200748,0.022109192214524
391,392,1098.599999999995,0.6542239685658153,0.0002851883279404,4,74971,0.0316242471185249
397,398,1206.699999999992,0.7992,0.0001166831494152,4,189452,0.0212651249940669
790,791,1059.8999999999944,0.6918282548476454,0.0003614168610828,4,98375,0.0250060660208516
801,802,958.2999999999986,0.5971309025702332,4.14576232879506e-05,4,35519,0.0467218652587381
508,509,1340.9999999999911,0.702037947997189,0.0004243388344924,4,108248,0.0289423902410582
510,511,1325.799999999991,0.7878548895899053,0.0001435637374181,4,181055,0.023149456171735
511,512,1268.699999999992,0.7661042944785276,0.0011552969134799,4,162576,0.0229165768307456
514,515,1059.499999999996,0.6568047337278107,0.0004072208481026,4,75665,0.0301275339212307
125,126,1274.7999999999945,0.6851851851851852,0.0005570032290139,4,98202,0.0305813135997132
803,804,1537.4999999999868,0.7972865123703112,0.0003571373644853,4,186948,0.0252905884045243
111,112,1260.7999999999936,0.7897233201581028,0.0004795042203191,4,182070,0.0220673127551754
826,827,959.599999999997,0.627906976744186,0.00010765608628,4,55385,0.0336122396624581
483,484,1026.299999999995,0.6754563894523327,0.0001959207036027,4,87840,0.0262623834003396
487,488,1526.8999999999874,0.7866141732283465,0.0006891326864606,4,176355,0.0251376254664069
492,493,1053.1999999999948,0.6837782340862423,0.0004963547381717,4,94740,0.0249779524389084
785,786,1108.699999999993,0.7010526315789474,0.0001930788503934,4,106392,0.0243037791256508
133,134,1455.6999999999875,0.7897233201581028,0.00063500851744,4,182575,0.0245453345170125
545,546,1362.6999999999896,0.8049959709911362,0.001426242541807,4,190437,0.0214905504358412
517,518,1069.4999999999957,0.6722745625841184,0.0003181203916006,4,89154,0.0282628942245815
518,519,943.0999999999988,0.6091463414634146,1.0030070150310631e-06,4,47883,0.0422175177857415
525,526,1134.8999999999965,0.6903939184519696,0.00013657612188,4,100969,0.0265566411406825
528,529,1239.1999999999916,0.7960159362549801,0.0001491137095679,4,184599,0.0216586690197629
817,818,1026.0999999999983,0.6065573770491803,0.0008003995979947,4,44924,0.0432319456819221
818,819,1194.499999999995,0.7254901960784313,0.0004493471427339,4,128677,0.0248259571938986
561,562,1166.4999999999936,0.6986013986013986,0.000408410127849,4,109419,0.0262035838111429
292,293,1149.399999999994,0.7455223880597015,0.0003132247621225,4,156746,0.0234834018013877
293,294,1189.399999999994,0.7181883537023724,0.0004157464077303,4,119470,0.0248541377064893
297,298,1197.7999999999945,0.697138869504536,0.000282513642567,4,105544,0.0278092075175332
538,539,1211.5999999999935,0.721820809248555,0.0001211966809829,4,124748,0.0250976576445743
542,543,1756.799999999988,0.8017656500802568,0.0021017868713259,4,191347,0.0267603497824706
774,775,1119.6999999999928,0.6607142857142857,0.0002175378928885,4,87123,0.030242513457929
777,778,1132.399999999996,0.6216552582451773,0.0004403200795986,4,50148,0.0395950694767057
779,780,999.1999999999936,0.7045133991537377,0.0001327503665513,4,114458,0.0226979753437949
780,781,1154.2999999999934,0.723388848660391,0.0004941481227386,4,132949,0.0244701891466925
782,783,1171.8999999999944,0.6673346693386774,0.0008617501937475,4,80857,0.0291494740530113
861,862,1330.299999999991,0.8228995057660626,0.0002277876693374,4,204338,0.0218985607123894
863,864,1142.899999999993,0.7410979228486647,1.4042098210434884e-05,4,142216,0.0226102149992314
864,865,1195.8999999999933,0.7350993377483444,0.0008452674451338,4,133314,0.0231766156952161
836,837,1061.1999999999948,0.6837782340862423,5.115335776658422e-05,4,95488,0.0259978203314923
837,838,1229.499999999992,0.7318681318681318,0.0002539279426386,4,129651,0.0239906858310881
839,840,1242.999999999991,0.728134110787172,0.0001621528007633,4,129621,0.025350245491206
841,842,1130.2999999999936,0.7010526315789474,0.0001057169393842,4,110622,0.0253595918201625
843,844,1065.0999999999951,0.7035211267605633,0.000199884969424,4,116935,0.0251150552082829
99,100,1040.4999999999968,0.6875430144528561,2.240049000236041e-05,4,100932,0.0258025111038404
326,327,1028.699999999997,0.6682274247491639,0.0002161480117391,4,80063,0.0266019145163891
329,330,1362.3999999999912,0.6913494809688582,5.984608523018678e-05,4,104606,0.031433473780942
335,336,1055.899999999996,0.6673346693386774,0.0004337002332994,4,81447,0.0280111113839252
338,339,1191.399999999994,0.6875430144528561,0.0003904228687127,4,97267,0.0278006843951294
159,160,1291.7999999999925,0.7750193948797518,4.44188820942328e-05,4,172810,0.0237758636185003
743,744,1196.5999999999906,0.7768273716951789,0.0004676353039746,4,163960,0.0205359335526563
146,147,1306.799999999993,0.7318681318681318,0.0008634218721059,4,140965,0.0268265911877371
764,765,1036.9999999999973,0.640795381654907,0.0002624535022664,4,65780,0.0336219888575379
148,149,1351.0999999999929,0.7367256637168141,0.000701689379044,4,143443,0.0269838361725969
280,281,1277.499999999992,0.7145922746781116,0.0003108318739581,4,117400,0.0268411812927606
282,283,1219.7999999999947,0.7903481012658228,1.939146895726722e-05,4,182757,0.0216214619395528
550,551,1338.5999999999897,0.7941176470588235,0.0009387031208451,4,177676,0.0214123649416083
469,470,1085.5999999999967,0.6346886912325286,0.000226679585397,4,57802,0.0343219100164641
85,86,1213.7999999999915,0.7780373831775701,0.0009398844402184,4,171205,0.0212945883450265
93,94,1102.3999999999924,0.7060070671378091,0.0001781006123023,4,111470,0.0245650689789257
854,855,1078.699999999995,0.6833105335157319,0.0004660639263177,4,96022,0.0260171746924549
860,861,1198.4999999999936,0.7545317220543807,0.0002148106690524,4,150094,0.0226345123297971
878,879,1006.9999999999968,0.6466019417475728,9.428265941291992e-06,4,66967,0.0314185233343451
452,453,980.2999999999976,0.6147692307692307,0.0001297222406106,4,47341,0.0380758686464169
454,455,1207.1999999999932,0.7015449438202247,0.0004396514082552,4,107395,0.026637538298384
727,728,1293.1999999999944,0.7181883537023724,0.0002830151460745,4,124813,0.0274561558601848
732,733,1407.5999999999929,0.6805177111716622,0.000959142174907,4,95237,0.0335520280072488
591,592,1471.999999999991,0.7361827560795873,0.0004197441071188,4,143270,0.028926721571899
567,568,1077.999999999997,0.6416184971098265,0.0003808083300401,4,64170,0.0328929053306598
573,574,1480.5999999999922,0.8135179153094463,0.0001552989194939,4,200451,0.0240173177728628
576,577,1156.5999999999926,0.7421991084695394,0.0005805261316283,4,139040,0.022025597181628
578,579,1021.5999999999964,0.6457659987071752,0.0002886988524931,4,69437,0.0308466241702657
149,150,1078.299999999996,0.6956824512534819,5.015035075155316e-07,4,105444,0.0260870315511574
155,156,1066.399999999997,0.7015449438202247,3.243056015267104e-05,4,111821,0.024819081414339
156,157,1114.3999999999935,0.7055084745762712,0.0003328980282888,4,109403,0.0245655653700729
698,699,1009.099999999997,0.6445161290322581,0.0,4,72103,0.0326787580714789
701,702,1197.399999999994,0.6777476255088195,0.0008882295789443,4,90181,0.0277805037391353
702,703,1318.0999999999951,0.6267252195734002,0.0003344885108412,4,58535,0.0458709583090497
704,705,1152.9999999999932,0.7254901960784313,0.0006298072096335,4,124252,0.0230732945204959
171,172,1136.599999999995,0.7334801762114538,4.0788951944596565e-05,4,132005,0.02361707255918
172,173,1165.999999999995,0.6782077393075356,0.0006438859255603,4,92954,0.0286031590885213
173,174,1251.3999999999926,0.8011226944667201,0.0002708118940583,4,188108,0.0212397495853829
174,175,970.3999999999968,0.6546526867627785,0.0002166495152467,4,71923,0.0278229844114297
178,179,1184.5999999999908,0.8075990299110751,0.0005250264101299,4,188105,0.0196777885589401
709,710,1144.0999999999938,0.7522590361445783,2.7869266346220253e-05,4,151610,0.0227261694701272
180,181,1015.1999999999956,0.6691225720026792,0.0006006340341677,4,81572,0.0261905574696916
265,266,1419.8999999999933,0.728134110787172,0.000345903685917,4,136780,0.0291148028872362
582,583,1179.6999999999955,0.7562452687358062,0.0001023735826675,4,158904,0.0229672073217621
456,457,1171.999999999993,0.7270742358078602,7.138066590304401e-05,4,126873,0.0237425381617452
883,884,1168.3999999999949,0.6800544588155207,0.0004111325754612,4,93536,0.0283310572483768
895,896,1309.2999999999925,0.7372693726937269,0.0001741888849437,4,142421,0.0257410470566812
366,367,1408.1999999999937,0.8181818181818182,0.0009424110626515,4,204083,0.0227768479116891
368,369,1449.199999999988,0.7291970802919708,0.0011316784863879,4,139362,0.0281259643700778
440,441,1666.599999999992,0.830423940149626,0.0010722813662025,4,211124,0.0253093523786004
65,66,1069.899999999995,0.7095170454545454,0.0002801732928653,4,118271,0.0239590391134478
901,902,1425.199999999991,0.7313323572474377,0.0002030277247378,4,136490,0.028567038810053
904,905,994.699999999996,0.6786684782608695,0.0001253758768788,4,87926,0.0248539138595845
620,621,1022.8999999999968,0.641206675224647,8.692727463602546e-06,4,63669,0.0318128250781351
622,623,1025.3999999999955,0.6731805929919138,0.0002106314731565,4,94298,0.0267173991364738
623,624,1210.7999999999945,0.7394522575869726,0.0003657632248146,4,144646,0.0242351550626728
626,627,1170.0999999999945,0.7708333333333334,0.0002138745291717,4,164969,0.0213945385084909
259,260,1161.8999999999903,0.7816901408450704,0.0003394175738865,4,170814,0.0204873383248966
187,188,1182.0999999999938,0.7176724137931034,0.0007320279531368,4,117174,0.0242703023734799
191,192,1008.999999999996,0.6899171270718232,2.340349701739147e-06,4,104404,0.0246587597615398
192,193,1226.2999999999922,0.7329420396184886,0.0001258630517147,4,129832,0.0239542892485416
695,696,1330.1999999999894,0.738359201773836,0.0009335989295909,4,134471,0.0240866617433956
67,68,1117.099999999996,0.6576695194206715,0.0001425941639702,4,76510,0.0315564397661502
68,69,1132.1999999999937,0.7762237762237763,9.846185530888268e-05,4,163575,0.0203870380641236
445,446,1545.7999999999845,0.8011226944667201,0.0003696080850389,4,185416,0.0247055130571951
448,449,1205.4999999999889,0.7922283901665345,0.0009300215379039,4,177802,0.0202502538191959
